1, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:allay, 5, 1, 1
9155, forest, biomesoplenty:woodland, CREATURE, minecraft:rabbit, 15, 2, 3
9156, forest, biomesoplenty:woodland, CREATURE, minecraft:sheep, 25, 2, 4
9157, forest, biomesoplenty:woodland, CREATURE, minecraft:wolf, 15, 2, 3
9158, forest, biomesoplenty:woodland, CREATURE, alexsmobs:grizzly_bear, 5, 1, 2
9159, forest, biomesoplenty:woodland, CREATURE, alexsmobs:hummingbird, 15, 2, 3
9160, forest, biomesoplenty:woodland, CREATURE, alexsmobs:raccoon, 10, 2, 3
9161, forest, biomesoplenty:woodland, CREATURE, alexsmobs:crow, 10, 1, 3
9162, forest, biomesoplenty:woodland, CREATURE, alexsmobs:bald_eagle, 5, 1, 2
9163, forest, biomesoplenty:woodland, CREATURE, alexsmobs:bunfungus, 5, 1, 2
9164, forest, biomesoplenty:woodland, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
9165, forest, biomesoplenty:woodland, CREATURE, legendarycreatures:forest_mojo, 5, 1, 2
9166, forest, biomesoplenty:woodland, CREATURE, legendarycreatures:hound, 150, 1, 2
9167, forest, biomesoplenty:woodland, CREATURE, legendarycreatures:wisp, 10, 2, 3
9168, forest, biomesoplenty:woodland, CREATURE, iceandfire:pixie, 10, 2, 3
9169, forest, biomesoplenty:woodland, MONSTER, minecraft:silverfish, 6, 1, 3
9170, forest, biomesoplenty:woodland, MONSTER, minecraft:creeper, 20, 1, 2
9171, forest, biomesoplenty:woodland, MONSTER, minecraft:enderman, 10, 1, 1
9172, forest, biomesoplenty:woodland, MONSTER, minecraft:pillager, 5, 1, 2
9173, forest, biomesoplenty:woodland, MONSTER, minecraft:skeleton, 10, 1, 2
9174, forest, biomesoplenty:woodland, MONSTER, minecraft:spider, 10, 1, 2
9175, forest, biomesoplenty:woodland, MONSTER, minecraft:witch, 6, 1, 1
9176, forest, biomesoplenty:woodland, MONSTER, minecraft:zombie, 20, 1, 2
9177, forest, biomesoplenty:woodland, MONSTER, minecraft:zombie_villager, 5, 1, 1
9178, forest, biomesoplenty:woodland, MONSTER, mutantmonsters:mutant_zombie, 1, 1, 1
9179, forest, biomesoplenty:woodland, MONSTER, graveyard:reaper, 6, 1, 1
9180, forest, biomesoplenty:woodland, MONSTER, graveyard:corrupted_pillager, 10, 1, 2
9181, forest, biomesoplenty:woodland, MONSTER, graveyard:ghoul, 10, 1, 2
9182, forest, biomesoplenty:woodland, MONSTER, graveyard:revenant, 10, 1, 2
9183, forest, biomesoplenty:woodland, MONSTER, graveyard:wraith, 6, 1, 1
9184, forest, biomesoplenty:woodland, MONSTER, graveyard:nightmare, 4, 1, 1
9185, forest, biomesoplenty:woodland, MONSTER, iceandfire:troll, 4, 1, 1
9186, forest, biomesoplenty:woodland, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
9187, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
9188, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
9189, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
9190, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
9191, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
9192, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
9193, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
9194, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
9195, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
9196, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
9197, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
9198, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
9199, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
9200, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
9201, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
9202, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
9203, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
9204, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
9205, forest, biomesoplenty:woodland, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
9206, forest, biomesoplenty:woodland, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
9207, forest, biomesoplenty:woodland, AMBIENT, alexsmobs:fly, 10, 2, 3
9208, forest, biomesoplenty:woodland, AMBIENT, mowziesmobs:lantern, 10, 2, 4
9209, forest, atmospheric:aspen_parkland, CREATURE, minecraft:allay, 5, 1, 1
9210, forest, atmospheric:aspen_parkland, CREATURE, minecraft:bee, 15, 2, 4
9211, forest, atmospheric:aspen_parkland, CREATURE, minecraft:chicken, 25, 2, 4
9212, forest, atmospheric:aspen_parkland, CREATURE, minecraft:cow, 20, 2, 3
9213, forest, atmospheric:aspen_parkland, CREATURE, minecraft:donkey, 5, 1, 2
9214, forest, atmospheric:aspen_parkland, CREATURE, minecraft:horse, 5, 1, 2
9215, forest, atmospheric:aspen_parkland, CREATURE, minecraft:mooshroom, 2, 1, 1
9216, forest, atmospheric:aspen_parkland, CREATURE, minecraft:mule, 5, 1, 1
9217, forest, atmospheric:aspen_parkland, CREATURE, minecraft:pig, 25, 2, 4
9218, forest, atmospheric:aspen_parkland, CREATURE, minecraft:rabbit, 15, 2, 3
9219, forest, atmospheric:aspen_parkland, CREATURE, minecraft:sheep, 25, 2, 4
9220, forest, atmospheric:aspen_parkland, CREATURE, minecraft:wolf, 15, 2, 3
9221, forest, atmospheric:aspen_parkland, CREATURE, alexsmobs:grizzly_bear, 5, 1, 2
9222, forest, atmospheric:aspen_parkland, CREATURE, alexsmobs:hummingbird, 15, 2, 3
9223, forest, atmospheric:aspen_parkland, CREATURE, alexsmobs:raccoon, 10, 2, 3
9224, forest, atmospheric:aspen_parkland, CREATURE, alexsmobs:crow, 10, 1, 3
9225, forest, atmospheric:aspen_parkland, CREATURE, alexsmobs:bald_eagle, 5, 1, 2
9226, forest, atmospheric:aspen_parkland, CREATURE, alexsmobs:bunfungus, 5, 1, 2
9227, forest, atmospheric:aspen_parkland, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
9228, forest, atmospheric:aspen_parkland, CREATURE, legendarycreatures:forest_mojo, 5, 1, 2
9229, forest, atmospheric:aspen_parkland, CREATURE, legendarycreatures:hound, 150, 1, 2
9230, forest, atmospheric:aspen_parkland, CREATURE, legendarycreatures:wisp, 10, 2, 3
9231, forest, atmospheric:aspen_parkland, CREATURE, iceandfire:pixie, 10, 2, 3
9232, forest, atmospheric:aspen_parkland, MONSTER, minecraft:silverfish, 6, 1, 3
9233, forest, atmospheric:aspen_parkland, MONSTER, minecraft:creeper, 20, 1, 2
9234, forest, atmospheric:aspen_parkland, MONSTER, minecraft:enderman, 10, 1, 1
9235, forest, atmospheric:aspen_parkland, MONSTER, minecraft:pillager, 5, 1, 2
9236, forest, atmospheric:aspen_parkland, MONSTER, minecraft:skeleton, 10, 1, 2
9237, forest, atmospheric:aspen_parkland, MONSTER, minecraft:spider, 10, 1, 2
9238, forest, atmospheric:aspen_parkland, MONSTER, minecraft:witch, 6, 1, 1
9239, forest, atmospheric:aspen_parkland, MONSTER, minecraft:zombie, 20, 1, 2
9240, forest, atmospheric:aspen_parkland, MONSTER, minecraft:zombie_villager, 5, 1, 1
9241, forest, atmospheric:aspen_parkland, MONSTER, mutantmonsters:mutant_zombie, 1, 1, 1
9242, forest, atmospheric:aspen_parkland, MONSTER, graveyard:reaper, 6, 1, 1
9243, forest, atmospheric:aspen_parkland, MONSTER, graveyard:corrupted_pillager, 10, 1, 2
9244, forest, atmospheric:aspen_parkland, MONSTER, graveyard:ghoul, 10, 1, 2
9245, forest, atmospheric:aspen_parkland, MONSTER, graveyard:revenant, 10, 1, 2
9246, forest, atmospheric:aspen_parkland, MONSTER, graveyard:wraith, 6, 1, 1
9247, forest, atmospheric:aspen_parkland, MONSTER, graveyard:nightmare, 4, 1, 1
9248, forest, atmospheric:aspen_parkland, MONSTER, iceandfire:troll, 4, 1, 1
9249, forest, atmospheric:aspen_parkland, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
9250, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
9251, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
9252, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
9253, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
9254, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
9255, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
9256, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
9257, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
9258, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
9259, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
9260, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
9261, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
9262, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
9263, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
9264, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
9265, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
9266, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
9267, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
9268, forest, atmospheric:aspen_parkland, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
9269, forest, atmospheric:aspen_parkland, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
9270, forest, atmospheric:aspen_parkland, AMBIENT, alexsmobs:fly, 10, 2, 3
9271, forest, atmospheric:aspen_parkland, AMBIENT, mowziesmobs:lantern, 10, 2, 4
9272, desert, atmospheric:dunes, CREATURE, alexsmobs:roadrunner, 2, 2, 3
9273, desert, atmospheric:dunes, CREATURE, alexsmobs:rattlesnake, 5, 2, 3
9274, desert, atmospheric:dunes, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 2
9275, desert, atmospheric:dunes, CREATURE, iceandfire:deathworm, 5, 1, 2
9276, desert, atmospheric:dunes, CREATURE, legendarycreatures:desert_mojo, 5, 2, 3
9277, desert, atmospheric:dunes, CREATURE, legendarycreatures:scorpion, 25, 2, 3
9278, desert, atmospheric:dunes, CREATURE, legendarycreatures:wisp, 5, 2, 2
9279, desert, atmospheric:dunes, CREATURE, minecraft:camel, 40, 2, 3
9280, desert, atmospheric:dunes, CREATURE, minecraft:rabbit, 30, 3, 5
9281, desert, atmospheric:dunes, MONSTER, alexsmobs:guster, 30, 2, 3
9282, desert, atmospheric:dunes, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 2
9283, desert, atmospheric:dunes, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
9284, desert, atmospheric:dunes, MONSTER, born_in_chaos_v1:restless_spirit, 2, 1, 2
9285, desert, atmospheric:dunes, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 2
9286, desert, atmospheric:dunes, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 2
9287, desert, atmospheric:dunes, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 3, 1, 2
9288, desert, atmospheric:dunes, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
9289, desert, atmospheric:dunes, MONSTER, born_in_chaos_v1:decaying_zombie, 12, 2, 3
9290, desert, atmospheric:dunes, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 2, 3
9291, desert, atmospheric:dunes, MONSTER, endermanoverhaul:desert_enderman, 15, 2, 3
9292, desert, atmospheric:dunes, MONSTER, minecraft:creeper, 10, 1, 2
9293, desert, atmospheric:dunes, MONSTER, minecraft:enderman, 10, 2, 3
9294, desert, atmospheric:dunes, MONSTER, minecraft:husk, 35, 2, 4
9295, desert, atmospheric:dunes, MONSTER, minecraft:skeleton, 10, 2, 3
9296, desert, atmospheric:dunes, MONSTER, minecraft:spider, 15, 2, 3
9297, desert, atmospheric:dunes, MONSTER, minecraft:witch, 3, 2, 3
9298, desert, atmospheric:dunes, MONSTER, minecraft:zombie, 20, 2, 4
9299, desert, atmospheric:dunes, MONSTER, minecraft:zombie_villager, 10, 2, 3
9300, desert, atmospheric:flourishing_dunes, CREATURE, alexsmobs:roadrunner, 2, 2, 3
9301, desert, atmospheric:flourishing_dunes, CREATURE, alexsmobs:rattlesnake, 5, 2, 3
9302, desert, atmospheric:flourishing_dunes, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 2
9303, desert, atmospheric:flourishing_dunes, CREATURE, iceandfire:deathworm, 5, 1, 2
9304, desert, atmospheric:flourishing_dunes, CREATURE, legendarycreatures:desert_mojo, 5, 2, 3
9305, desert, atmospheric:flourishing_dunes, CREATURE, legendarycreatures:scorpion, 25, 2, 3
9306, desert, atmospheric:flourishing_dunes, CREATURE, legendarycreatures:wisp, 5, 2, 2
9307, desert, atmospheric:flourishing_dunes, CREATURE, minecraft:camel, 40, 2, 3
9308, desert, atmospheric:flourishing_dunes, CREATURE, minecraft:rabbit, 30, 3, 5
9309, desert, atmospheric:flourishing_dunes, MONSTER, alexsmobs:guster, 30, 2, 3
9310, desert, atmospheric:flourishing_dunes, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 2
9311, desert, atmospheric:flourishing_dunes, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
9312, desert, atmospheric:flourishing_dunes, MONSTER, born_in_chaos_v1:restless_spirit, 2, 1, 2
9313, desert, atmospheric:flourishing_dunes, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 2
9314, desert, atmospheric:flourishing_dunes, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 2
9315, desert, atmospheric:flourishing_dunes, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 3, 1, 2
9316, desert, atmospheric:flourishing_dunes, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
9317, desert, atmospheric:flourishing_dunes, MONSTER, born_in_chaos_v1:decaying_zombie, 12, 2, 3
9318, desert, atmospheric:flourishing_dunes, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 2, 3
9319, desert, atmospheric:flourishing_dunes, MONSTER, endermanoverhaul:desert_enderman, 15, 2, 3
9320, desert, atmospheric:flourishing_dunes, MONSTER, minecraft:creeper, 10, 1, 2
9321, desert, atmospheric:flourishing_dunes, MONSTER, minecraft:enderman, 10, 2, 3
9322, desert, atmospheric:flourishing_dunes, MONSTER, minecraft:husk, 35, 2, 4
9323, desert, atmospheric:flourishing_dunes, MONSTER, minecraft:skeleton, 10, 2, 3
9324, desert, atmospheric:flourishing_dunes, MONSTER, minecraft:spider, 15, 2, 3
9325, desert, atmospheric:flourishing_dunes, MONSTER, minecraft:witch, 3, 2, 3
9326, desert, atmospheric:flourishing_dunes, MONSTER, minecraft:zombie, 20, 2, 4
9327, desert, atmospheric:flourishing_dunes, MONSTER, minecraft:zombie_villager, 10, 2, 3
9328, forest, atmospheric:grimwoods, CREATURE, minecraft:allay, 5, 1, 1
9329, forest, atmospheric:grimwoods, CREATURE, minecraft:bee, 15, 2, 4
9330, forest, atmospheric:grimwoods, CREATURE, minecraft:chicken, 25, 2, 4
9331, forest, atmospheric:grimwoods, CREATURE, minecraft:cow, 20, 2, 3
9332, forest, atmospheric:grimwoods, CREATURE, minecraft:donkey, 5, 1, 2
9333, forest, atmospheric:grimwoods, CREATURE, minecraft:horse, 5, 1, 2
9334, forest, atmospheric:grimwoods, CREATURE, minecraft:mooshroom, 2, 1, 1
9335, forest, atmospheric:grimwoods, CREATURE, minecraft:mule, 5, 1, 1
9336, forest, atmospheric:grimwoods, CREATURE, minecraft:pig, 25, 2, 4
9337, forest, atmospheric:grimwoods, CREATURE, minecraft:rabbit, 15, 2, 3
9338, forest, atmospheric:grimwoods, CREATURE, minecraft:sheep, 25, 2, 4
9339, forest, atmospheric:grimwoods, CREATURE, minecraft:wolf, 15, 2, 3
9340, forest, atmospheric:grimwoods, CREATURE, alexsmobs:grizzly_bear, 5, 1, 2
9341, forest, atmospheric:grimwoods, CREATURE, alexsmobs:hummingbird, 15, 2, 3
9342, forest, atmospheric:grimwoods, CREATURE, alexsmobs:raccoon, 10, 2, 3
9343, forest, atmospheric:grimwoods, CREATURE, alexsmobs:crow, 10, 1, 3
9344, forest, atmospheric:grimwoods, CREATURE, alexsmobs:bald_eagle, 5, 1, 2
9345, forest, atmospheric:grimwoods, CREATURE, alexsmobs:bunfungus, 5, 1, 2
9346, forest, atmospheric:grimwoods, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
9347, forest, atmospheric:grimwoods, CREATURE, legendarycreatures:forest_mojo, 5, 1, 2
9348, forest, atmospheric:grimwoods, CREATURE, legendarycreatures:hound, 150, 1, 2
9349, forest, atmospheric:grimwoods, CREATURE, legendarycreatures:wisp, 10, 2, 3
9350, forest, atmospheric:grimwoods, CREATURE, iceandfire:pixie, 10, 2, 3
9351, forest, atmospheric:grimwoods, MONSTER, minecraft:silverfish, 6, 1, 3
9352, forest, atmospheric:grimwoods, MONSTER, minecraft:creeper, 20, 1, 2
9353, forest, atmospheric:grimwoods, MONSTER, minecraft:enderman, 10, 1, 1
9354, forest, atmospheric:grimwoods, MONSTER, minecraft:pillager, 5, 1, 2
9355, forest, atmospheric:grimwoods, MONSTER, minecraft:skeleton, 10, 1, 2
9356, forest, atmospheric:grimwoods, MONSTER, minecraft:spider, 10, 1, 2
9357, forest, atmospheric:grimwoods, MONSTER, minecraft:witch, 6, 1, 1
9358, forest, atmospheric:grimwoods, MONSTER, minecraft:zombie, 20, 1, 2
9359, forest, atmospheric:grimwoods, MONSTER, minecraft:zombie_villager, 5, 1, 1
9360, forest, atmospheric:grimwoods, MONSTER, mutantmonsters:mutant_zombie, 1, 1, 1
9361, forest, atmospheric:grimwoods, MONSTER, graveyard:reaper, 6, 1, 1
9362, forest, atmospheric:grimwoods, MONSTER, graveyard:corrupted_pillager, 10, 1, 2
9363, forest, atmospheric:grimwoods, MONSTER, graveyard:ghoul, 10, 1, 2
9364, forest, atmospheric:grimwoods, MONSTER, graveyard:revenant, 10, 1, 2
9365, forest, atmospheric:grimwoods, MONSTER, graveyard:wraith, 6, 1, 1
9366, forest, atmospheric:grimwoods, MONSTER, graveyard:nightmare, 4, 1, 1
9367, forest, atmospheric:grimwoods, MONSTER, iceandfire:troll, 4, 1, 1
9368, forest, atmospheric:grimwoods, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
9369, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
9370, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
9371, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
9372, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
9373, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
9374, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
9375, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
9376, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
9377, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
9378, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
9379, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
9380, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
9381, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
9382, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
9383, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
9384, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
9385, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
9386, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
9387, forest, atmospheric:grimwoods, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
9388, forest, atmospheric:grimwoods, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
9389, forest, atmospheric:grimwoods, AMBIENT, alexsmobs:fly, 10, 2, 3
9390, forest, atmospheric:grimwoods, AMBIENT, mowziesmobs:lantern, 10, 2, 4
9391, taiga, atmospheric:kousa_jungle, CREATURE, minecraft:chicken, 15, 2, 4
9392, taiga, atmospheric:kousa_jungle, CREATURE, minecraft:cow, 20, 2, 3
9393, taiga, atmospheric:kousa_jungle, CREATURE, minecraft:donkey, 5, 1, 2
9394, taiga, atmospheric:kousa_jungle, CREATURE, minecraft:fox, 20, 3, 5
